DATE,NAME_0,N,SCORE
2023-01-24,Burkina Faso,1077,0.7632233249767874
2023-01-24,Burundi,111,0.703987981981982
2023-01-24,Cambodia,690,0.5925159811594203
2023-01-24,Cameroon,4618,0.5639465861844956
2023-01-24,Canada,30218,0.5926497905552982
2023-01-24,Central African Republic,13,0.6969533076923078
2023-01-24,Chad,57,0.6072517368421052
2023-01-24,Chile,34948,0.6032113217637634
2023-01-24,China,7573,0.600502266076852
2023-01-24,Colombia,57865,0.5789247770327486
2023-01-24,Costa Rica,1750,0.5813682257142857
2023-01-24,Croatia,56,0.6989593392857143
2023-01-24,Cuba,2564,0.6476521450858036
2023-01-24,Czech Republic,8027,0.5601051291889872
2023-01-24,Côte d'Ivoire,1482,0.6343851174089069
2023-01-24,Democratic Republic of the Congo,1778,0.6134462598425197
2023-01-24,Denmark,2862,0.5962643972746332
2023-01-24,Djibouti,47,0.6951782978723403
2023-01-24,Dominican Republic,6164,0.5938175335820896
2023-01-24,Ecuador,5823,0.6004508921518118
2023-01-24,Egypt,24611,0.6137197288610784
2023-01-24,El Salvador,1549,0.6154923079406068
2023-01-24,Equatorial Guinea,2,0.6614424999999999
2023-01-24,Estonia,314,0.5865708057324841
2023-01-24,Ethiopia,1002,0.6350368003992014
2023-01-24,Faroe Islands,3,0.5562973333333333
2023-01-24,Fiji,34,0.7781417941176471
2023-01-24,Finland,2623,0.5872200968356843
2023-01-24,France,36774,0.6088943262903138
2023-01-24,French Guiana,104,0.5963240192307693
2023-01-24,Gabon,145,0.6349219586206897
2023-01-24,Gambia,1396,0.6459164040114614
2023-01-24,Georgia,732,0.5757099330601093
2023-01-24,Germany,32378,0.6217532174624745
2023-01-24,Ghana,11521,0.665827260046871
2023-01-24,Greece,3468,0.6322681358131488
2023-01-24,Guadeloupe,6,0.6093248333333333
2023-01-24,Guatemala,3562,0.5784461709713645
2023-01-24,Guinea,11,0.7117177272727272
2023-01-24,Guinea-Bissau,7,0.6812374285714284
2023-01-24,Guyana,536,0.5043497369402984
2023-01-24,Haiti,30,0.6624668000000001
2023-01-24,Honduras,1546,0.5873766875808539
2023-01-24,Hungary,1502,0.5904411937416778
2023-01-24,Iceland,676,0.6053409378698225
2023-01-24,India,106644,0.6722293885825738
2023-01-24,Indonesia,64911,0.5908124496156275
2023-01-24,Iran,6753,0.5993396398637642
2023-01-24,Iraq,2821,0.6319990698333925
2023-01-24,Isle of Man,154,0.5489062467532466
2023-01-24,Italy,33461,0.6154248538896029
2023-01-24,Japan,388992,0.6062064418162841
2023-01-24,Jordan,2719,0.654901346450901
2023-01-24,Kazakhstan,527,0.5900205730550284
2023-01-24,Kenya,10167,0.629908525917183
2023-01-24,Kosovo,348,0.5265805545977011
2023-01-24,Kyrgyzstan,227,0.6172163480176212
2023-01-24,Laos,74,0.5930447297297297
2023-01-24,Latvia,1376,0.5790124781976744
2023-01-24,Lebanon,1810,0.6384997337016575
2023-01-24,Liberia,113,0.6362234690265486
2023-01-24,Lithuania,536,0.6127557126865673
2023-01-24,Luxembourg,217,0.6053569493087558
2023-01-24,Macao,100,0.6167740299999999
2023-01-24,Madagascar,1113,0.6432685795148249
2023-01-24,Malawi,1160,0.6172403060344829
2023-01-24,Malaysia,25316,0.5842241306288513
2023-01-24,Mali,195,0.6617994256410257
2023-01-24,Martinique,484,0.4964397871900826
2023-01-24,Mauritania,70,0.6908093428571429
2023-01-24,Mexico,49303,0.6056369937731984
2023-01-24,Mongolia,1565,0.5787927329073485
2023-01-24,Morocco,1778,0.6516710866141733
2023-01-24,Mozambique,1333,0.588221496624156
2023-01-24,Myanmar,347,0.6455426570605188
2023-01-24,Namibia,1613,0.5473117340359579
2023-01-24,Nepal,1615,0.6563677820433435
2023-01-24,Netherlands,25047,0.6099522664989819
2023-01-24,New Caledonia,902,0.6233000266075388
2023-01-24,New Zealand,5844,0.613455468001369
2023-01-24,Nicaragua,946,0.5095494725158562
2023-01-24,Niger,350,0.6537090028571431
2023-01-24,Nigeria,29325,0.6397073730946291
2023-01-24,North Korea,54,0.6443209074074074
2023-01-24,Norway,1513,0.6062176298744216
2023-01-24,Oman,9388,0.6720871752236899
2023-01-24,Pakistan,15832,0.6324825441510864
2023-01-24,Palestina,56,0.7048754464285715
2023-01-24,Panama,5805,0.5718946534022394
2023-01-24,Papua New Guinea,7,0.5333697142857143
2023-01-24,Paraguay,6785,0.5854337467943993
2023-01-24,Peru,23751,0.561865912087912
2023-01-24,Philippines,42490,0.5956969689809367
2023-01-24,Poland,11853,0.5999410244663798
2023-01-24,Portugal,8924,0.556616319923801
2023-01-24,Republic of Congo,111,0.5918023693693694
2023-01-24,Reunion,165,0.5895241515151516
2023-01-24,Romania,1284,0.6610997881619938
2023-01-24,Russia,6536,0.590628930385557
2023-01-24,Rwanda,474,0.6568270527426162
2023-01-24,Senegal,2280,0.6456247649122805
2023-01-24,Serbia,4257,0.5830937206953254
2023-01-24,Sierra Leone,847,0.671532639905549
2023-01-24,Slovakia,445,0.6043821438202248
2023-01-24,Slovenia,686,0.6151550320699708
2023-01-24,Solomon Islands,2,0.5465935
2023-01-24,Somalia,407,0.6773807542997543
2023-01-24,South Africa,62701,0.6046711101258353
2023-01-24,South Korea,7955,0.6407476281583909
2023-01-24,South Sudan,210,0.6299875666666667
2023-01-24,Spain,77239,0.5966186825955799
2023-01-24,Sri Lanka,2658,0.6412140383747179
2023-01-24,Sudan,1359,0.6388484768211921
2023-01-24,Suriname,126,0.5782793888888889
2023-01-24,Swaziland,2516,0.6149454654213037
2023-01-24,Sweden,8321,0.5798477678163683
2023-01-24,Switzerland,4400,0.6234184406818182
2023-01-24,Syria,718,0.6719703342618384
2023-01-24,Taiwan,6984,0.6283762332474226
2023-01-24,Tajikistan,26,0.7596121923076924
2023-01-24,Tanzania,4591,0.649825319538227
2023-01-24,Thailand,34882,0.6391531420216731
2023-01-24,Timor-Leste,3,0.7018023333333333
2023-01-24,Togo,240,0.6306789625
2023-01-24,Tunisia,687,0.6530191310043667
2023-01-24,Turkey,47333,0.5995370125705111
2023-01-24,Uganda,6813,0.6615713872009394
2023-01-24,Ukraine,4178,0.5795695478697942
2023-01-24,United Kingdom,114372,0.6059834976655125
2023-01-24,United States,401385,0.5840240388056355
2023-01-24,Uruguay,14570,0.5900556502402197
2023-01-24,Uzbekistan,1252,0.6543606445686901
2023-01-24,Venezuela,19452,0.6260279253547193
2023-01-24,Vietnam,2279,0.6415823672663449
2023-01-24,"Virgin Islands, U.S.",101,0.6650305643564356
2023-01-24,Yemen,1038,0.6455354277456647
2023-01-24,Zambia,2832,0.6315512574152542
2023-01-24,Zimbabwe,6459,0.642907625483821
2023-01-25,Afghanistan,546,0.628082062271062
2023-01-25,Albania,184,0.6117212608695651
2023-01-25,Algeria,4889,0.656899937819595
2023-01-25,Angola,6781,0.6233323546674532
2023-01-25,Argentina,105181,0.5617279451897206
2023-01-25,Australia,35752,0.5896949367587827
2023-01-25,Austria,2534,0.6082212316495659
2023-01-25,Azerbaijan,1179,0.582657106870229
2023-01-25,Bangladesh,3417,0.7204845206321335
2023-01-25,Belarus,541,0.5813674935304991
2023-01-25,Belgium,4216,0.6029049350094877
2023-01-25,Benin,1507,0.65253600199071
2023-01-25,Bhutan,261,0.7073653639846742
2023-01-25,Bolivia,2545,0.5854938880157172
2023-01-25,Bosnia and Herzegovina,1812,0.5925919249448124
2023-01-25,Botswana,6002,0.6025421462845717
2023-01-25,Brazil,583988,0.5446755163359521
2023-01-25,Brunei,282,0.5807218262411349
2023-01-25,Bulgaria,916,0.6055825786026201
2023-01-25,Burkina Faso,362,0.7480473756906076
2023-01-25,Burundi,76,0.7190526447368418
2023-01-25,Cambodia,657,0.6060568203957383
2023-01-25,Cameroon,9685,0.6113041657201859
2023-01-25,Canada,41546,0.5988716929909016
2023-01-25,Central African Republic,502,0.6604387171314742
2023-01-25,Chad,3081,0.6601952369360596
2023-01-25,Chile,44822,0.6013800248538664
2023-01-25,China,8808,0.6034917861035423
2023-01-25,Colombia,72618,0.5614762979564295
2023-01-25,Costa Rica,2027,0.5802926798223977
2023-01-25,Croatia,31,0.6458671290322581
2023-01-25,Cuba,924,0.6705601114718615
2023-01-25,Czech Republic,4266,0.5802628607594936
2023-01-25,Côte d'Ivoire,4306,0.6030432893636786
2023-01-25,Democratic Republic of the Congo,9320,0.611475895386266
2023-01-25,Denmark,1842,0.5944141525515744
2023-01-25,Djibouti,398,0.5645815376884421
2023-01-25,Dominican Republic,6200,0.5963781333870968
2023-01-25,Ecuador,12049,0.6137494270063906
2023-01-25,Egypt,17465,0.6140618937303178
2023-01-25,El Salvador,1949,0.5921426865059004
2023-01-25,Estonia,376,0.5776498882978724
2023-01-25,Ethiopia,4833,0.6603738201944962
2023-01-25,Faroe Islands,2,0.6675885
2023-01-25,Fiji,58,0.582909396551724
2023-01-25,Finland,5444,0.6080061304188097
2023-01-25,France,27516,0.6080123494330572
2023-01-25,French Guiana,7727,0.6127123398472887
2023-01-25,Gabon,2049,0.6558930136652025
2023-01-25,Gambia,2040,0.6542507558823529
2023-01-25,Georgia,576,0.5822293368055557
2023-01-25,Germany,21812,0.6124231727489455
2023-01-25,Ghana,45944,0.6583532378547796
2023-01-25,Greece,3462,0.6231350944540728
2023-01-25,Guadeloupe,42,0.6947090952380952
2023-01-25,Guatemala,3785,0.5781659577278733
2023-01-25,Guinea,107,0.6918921962616823
2023-01-25,Guinea-Bissau,421,0.8309265059382424
2023-01-25,Guyana,659,0.5697885781487102
2023-01-25,Haiti,41,0.6945847073170732
2023-01-25,Honduras,3139,0.6074216218540937
2023-01-25,Hungary,1386,0.6134063354978355
2023-01-25,Iceland,1119,0.6448929892761395
2023-01-25,India,152737,0.6820316150703497
2023-01-25,Indonesia,86091,0.6110633068381132
2023-01-25,Iran,6972,0.6133606636546185
2023-01-25,Iraq,2262,0.6111970468611846
2023-01-25,Isle of Man,226,0.5754751327433628
2023-01-25,Italy,23659,0.6178120605689167
2023-01-25,Japan,187125,0.6253193601282565
2023-01-25,Jordan,1820,0.6295598285714286
2023-01-25,Kazakhstan,757,0.590258177014531
2023-01-25,Kenya,51785,0.627398760123588
2023-01-25,Kosovo,177,0.5835149999999999
2023-01-25,Kyrgyzstan,261,0.6366072030651343
2023-01-25,Laos,92,0.5776013369565217
2023-01-25,Latvia,1383,0.6041100122921185
2023-01-25,Lebanon,2006,0.6055512557328017
2023-01-25,Liberia,2017,0.5314916663361429
2023-01-25,Lithuania,279,0.5713752795698925
2023-01-25,Luxembourg,219,0.5630099497716895
2023-01-25,Macao,78,0.6619789615384614
2023-01-25,Madagascar,3330,0.7421211186186186
2023-01-25,Malawi,5825,0.6172689007725323
2023-01-25,Malaysia,39618,0.5856876193901762
2023-01-25,Mali,3286,0.6202353703590991
2023-01-25,Martinique,1222,0.5289935900163666
2023-01-25,Mauritania,1436,0.6721307005571031
2023-01-25,Mexico,59637,0.6070677814276372
2023-01-25,Mongolia,2332,0.595688608490566
2023-01-25,Morocco,2864,0.6349644724162011
2023-01-25,Mozambique,2946,0.5774086201629326
2023-01-25,Myanmar,376,0.618771574468085
2023-01-25,Namibia,3178,0.5785353895531781
2023-01-25,Nepal,2474,0.585343059013743
2023-01-25,Netherlands,13296,0.6095950855144404
2023-01-25,New Caledonia,1724,0.643419560324826
2023-01-25,New Zealand,7254,0.6094219099807003
2023-01-25,Nicaragua,1115,0.5950246896860987
2023-01-25,Niger,6226,0.6007703866045616
2023-01-25,Nigeria,49031,0.6410113781077278
2023-01-25,North Korea,72,0.6579657361111111
2023-01-25,Norway,2050,0.5935002048780488
2023-01-25,Oman,10854,0.630042638750691
2023-01-25,Pakistan,23670,0.6401923210392902
2023-01-25,Palestina,48,0.5812732083333333
2023-01-25,Panama,5700,0.566379231754386
2023-01-25,Papua New Guinea,940,0.6295702425531915
2023-01-25,Paraguay,10576,0.5844922399773073
2023-01-25,Peru,27568,0.578036443049913
2023-01-25,Philippines,54032,0.5911852397098015
2023-01-25,Poland,6853,0.5968825113089158
2023-01-25,Portugal,6288,0.5552331566475828
2023-01-25,Republic of Congo,972,0.6471525102880659
2023-01-25,Reunion,1383,0.5406589334779465
2023-01-25,Romania,1615,0.6390234817337461
2023-01-25,Russia,10990,0.6252404036396725
2023-01-25,Rwanda,878,0.6279480671981775
2023-01-25,Senegal,5780,0.6494307589965398
2023-01-25,Serbia,3207,0.6022640782662926
2023-01-25,Sierra Leone,3951,0.6578782341179448
2023-01-25,Slovakia,1023,0.6122800156402737
2023-01-25,Slovenia,561,0.5485439590017825
2023-01-25,Somalia,11393,0.6585480106205565
2023-01-25,South Africa,33436,0.6126321443055389
2023-01-25,South Korea,6619,0.6466993124339024
2023-01-25,South Sudan,357,0.6585949635854342
2023-01-25,Spain,63475,0.5950872280740449
2023-01-25,Sri Lanka,2213,0.6191788567555355
2023-01-25,Sudan,9342,0.6723287895525583
2023-01-25,Suriname,5843,0.5449824021906555
2023-01-25,Swaziland,339,0.6404209439528025
2023-01-25,Sweden,5948,0.5770440929724276
2023-01-25,Switzerland,3152,0.63228925285533
2023-01-25,Syria,1352,0.6294433831360947
2023-01-25,Taiwan,7075,0.6284265393639575
2023-01-25,Tajikistan,155,0.7273370967741936
2023-01-25,Tanzania,36849,0.6579669041765042
2023-01-25,Thailand,36750,0.6452584510748299
2023-01-25,Timor-Leste,2,0.7414255000000001
2023-01-25,Togo,5550,0.6505087183783784
2023-01-25,Tunisia,832,0.6037872451923076
2023-01-25,Turkey,45303,0.5990709685009823
2023-01-25,Uganda,16898,0.6398853988637709
2023-01-25,Ukraine,4807,0.593012009569378
2023-01-25,United Kingdom,96302,0.5662883834395963
2023-01-25,United States,420876,0.5882499028478697
2023-01-25,Uruguay,20201,0.5630103428543142
2023-01-25,Uzbekistan,2631,0.6363254021284683
2023-01-25,Vanuatu,81,0.5187263333333333
2023-01-25,Venezuela,37182,0.5976669549244258
2023-01-25,Vietnam,2259,0.636111826914564
2023-01-25,"Virgin Islands, U.S.",193,0.5507273678756477
2023-01-25,Yemen,1357,0.6583481923360354
2023-01-25,Zambia,20702,0.5913394019901459
2023-01-25,Zimbabwe,7606,0.5967676665790166
2023-01-26,Afghanistan,1384,0.6181831242774566
2023-01-26,Albania,135,0.6011520370370369
2023-01-26,Algeria,5193,0.6466619597535144
2023-01-26,Angola,1240,0.591948329032258
2023-01-26,Argentina,81355,0.5611240349824842
2023-01-26,Australia,21814,0.6112869909691024
2023-01-26,Austria,3350,0.6059644471641791
2023-01-26,Azerbaijan,1104,0.565462491847826
2023-01-26,Bangladesh,3790,0.7080749920844328
2023-01-26,Belarus,542,0.5956754815498156
2023-01-26,Belgium,4900,0.5991691444897959
2023-01-26,Benin,632,0.6411012500000001
2023-01-26,Bhutan,296,0.6675040304054052
2023-01-26,Bolivia,1498,0.6026971248331108
2023-01-26,Bosnia and Herzegovina,1704,0.6122481690140845
2023-01-26,Botswana,2577,0.5583216915017463
2023-01-26,Brazil,439111,0.5411098963542248
2023-01-26,Brunei,1717,0.621719421665696
2023-01-26,Bulgaria,1269,0.6390536453900708
2023-01-26,Burkina Faso,134,0.6747519925373134
2023-01-26,Burundi,136,0.7231385441176471
2023-01-26,Cambodia,725,0.5824971131034482
2023-01-26,Cameroon,5289,0.5983781003970504
2023-01-26,Canada,45022,0.5885327554528896
2023-01-26,Central African Republic,14,0.5541028571428571
2023-01-26,Chad,1088,0.6290609016544116
2023-01-26,Chile,21536,0.5988933847046805
2023-01-26,China,8437,0.6078778255304017
2023-01-26,Colombia,88618,0.5991822886321063
2023-01-26,Costa Rica,3914,0.5851266200817578
2023-01-26,Croatia,75,0.6633143333333333
2023-01-26,Cuba,1838,0.6615644570184984
2023-01-26,Czech Republic,4715,0.5647019346765642
2023-01-26,Côte d'Ivoire,3518,0.6320843615690733
2023-01-26,Democratic Republic of the Congo,3228,0.6290055858116482
2023-01-26,Denmark,1859,0.6009368827326519
2023-01-26,Djibouti,185,0.7063062108108108
2023-01-26,Dominican Republic,11307,0.6092614074467144
2023-01-26,Ecuador,18355,0.5700152762190139
2023-01-26,Egypt,35740,0.6160893256295468
2023-01-26,El Salvador,8158,0.5483611065212062
2023-01-26,Equatorial Guinea,1,0.705204
2023-01-26,Estonia,422,0.5546932677725119
2023-01-26,Ethiopia,2093,0.5871886937410415
2023-01-26,Faroe Islands,2,0.537737
2023-01-26,Fiji,13,0.47758592307692305
2023-01-26,Finland,3441,0.5823611810520197
2023-01-26,France,36898,0.6129430769689413
2023-01-26,French Guiana,1265,0.6173018592885375
2023-01-26,Gabon,908,0.6095219779735682
2023-01-26,Gambia,247,0.6589961619433199
2023-01-26,Georgia,664,0.6059783704819276
2023-01-26,Germany,23625,0.6199106535026455
2023-01-26,Ghana,18792,0.637648538580247
2023-01-26,Greece,6646,0.6255368692446583
2023-01-26,Guadeloupe,53,0.7427689811320756
2023-01-26,Guatemala,5476,0.5857373210372535
2023-01-26,Guinea,81,0.6919749259259259
2023-01-26,Guinea-Bissau,427,0.7930554426229509
2023-01-26,Guyana,110,0.5476242090909091
2023-01-26,Haiti,148,0.7211390202702703
2023-01-26,Honduras,5185,0.5540158084860173
2023-01-26,Hungary,2018,0.6358322948463825
2023-01-26,Iceland,346,0.6413532716763005
2023-01-26,India,365906,0.7345909945669107
2023-01-26,Indonesia,66364,0.6005837034838166
2023-01-26,Iran,9334,0.6054977918362974
2023-01-26,Iraq,2487,0.6209566103739445
2023-01-26,Isle of Man,206,0.6249292281553399
2023-01-26,Italy,36956,0.6255451875473536
2023-01-26,Japan,301239,0.6409965889708835
2023-01-26,Jordan,3529,0.631782208557665
2023-01-26,Kazakhstan,599,0.6066866110183641
2023-01-26,Kenya,19364,0.6429345263891758
2023-01-26,Kosovo,183,0.6024062513661202
2023-01-26,Kyrgyzstan,310,0.5961817806451613
2023-01-26,Laos,83,0.6064229277108434
2023-01-26,Latvia,889,0.5783535061867267
2023-01-26,Lebanon,2936,0.6203065936648501
2023-01-26,Liberia,849,0.7119190094228505
2023-01-26,Lithuania,253,0.6154409407114625
2023-01-26,Luxembourg,171,0.5395310467836256
2023-01-26,Macao,100,0.61009796
2023-01-26,Madagascar,791,0.6727762389380532
2023-01-26,Malawi,2722,0.5882921002939016
2023-01-26,Malaysia,17495,0.5944729656473278
2023-01-26,Mali,1692,0.6580463315602837
2023-01-26,Martinique,348,0.5094891379310345
2023-01-26,Mauritania,498,0.6568126184738957
2023-01-26,Mexico,86280,0.601451834932777
2023-01-26,Mongolia,1091,0.6112420861594866
2023-01-26,Morocco,3853,0.6198571772644692
2023-01-26,Mozambique,1226,0.6164023099510604
2023-01-26,Myanmar,372,0.6316358951612905
2023-01-26,Namibia,1540,0.5917334253246753
2023-01-26,Nepal,3117,0.6725006708373437
2023-01-26,Netherlands,14789,0.6052589142605991
2023-01-26,New Caledonia,285,0.5918171719298245
2023-01-26,New Zealand,4777,0.5818723755495081
2023-01-26,Nicaragua,3614,0.6334591712783619
2023-01-26,Niger,972,0.6104824907407407
2023-01-26,Nigeria,99781,0.7057979936059972
2023-01-26,North Korea,41,0.6320263414634146
2023-01-26,Norway,1515,0.614252689108911
2023-01-26,Oman,16693,0.6682779708860002
2023-01-26,Pakistan,25996,0.6451996781043237
2023-01-26,Palestina,75,0.6663976666666667
2023-01-26,Panama,3999,0.5775472590647662
2023-01-26,Papua New Guinea,4,0.70143875
2023-01-26,Paraguay,9173,0.5734535281805297
2023-01-26,Peru,14496,0.5713431583195364
2023-01-26,Philippines,50944,0.5945643830284233
2023-01-26,Poland,6707,0.5982776168182495
2023-01-26,Portugal,11189,0.5612415601036732
2023-01-26,Republic of Congo,386,0.5144007642487046
2023-01-26,Reunion,317,0.628042858044164
2023-01-26,Romania,1687,0.6545458962655601
2023-01-26,Russia,5785,0.6070003961970613
2023-01-26,Rwanda,1109,0.6518729558160504
2023-01-26,Samoa,2,0.8608865
2023-01-26,Senegal,7255,0.6264992365265335
2023-01-26,Serbia,4034,0.5954916232027764
2023-01-26,Sierra Leone,3651,0.671222786633799
2023-01-26,Slovakia,394,0.5850661573604061
2023-01-26,Slovenia,884,0.6084554502262444
2023-01-26,Somalia,5468,0.6045155777249449
2023-01-26,South Africa,27838,0.6036971053955026
2023-01-26,South Korea,8027,0.6445481126199077
2023-01-26,South Sudan,105,0.6657797238095239
2023-01-26,Spain,115145,0.5550356610968779
2023-01-26,Sri Lanka,1076,0.6252035362453532
2023-01-26,Sudan,2236,0.6429268895348837
2023-01-26,Suriname,162,0.5549229444444445
2023-01-26,Swaziland,271,0.621004188191882
2023-01-26,Sweden,4839,0.5813507048977061
2023-01-26,Switzerland,2899,0.6171033766816143
2023-01-26,Syria,879,0.6533686450511946
2023-01-26,Taiwan,7249,0.6339006206373292
2023-01-26,Tajikistan,43,0.6295683488372092
2023-01-26,Tanzania,13581,0.650111253663206
2023-01-26,Thailand,33389,0.6471721477432688
2023-01-26,Timor-Leste,77,0.6821811428571428
2023-01-26,Togo,1225,0.6941678269387754
2023-01-26,Tunisia,494,0.6493172489878544
2023-01-26,Turkey,48351,0.6103342214018325
2023-01-26,Uganda,13860,0.6473898121933622
2023-01-26,Ukraine,4211,0.5770555091427213
2023-01-26,United Kingdom,89464,0.6100573036752214
2023-01-26,United States,578571,0.5622054316859988
2023-01-26,Uruguay,12770,0.562955519733751
2023-01-26,Uzbekistan,1506,0.6257267071713147
2023-01-26,Venezuela,24746,0.6285379127939869
2023-01-26,Vietnam,2378,0.6430725424726662
2023-01-26,"Virgin Islands, U.S.",274,0.6003208248175181
2023-01-26,Yemen,1594,0.6159111210790463
2023-01-26,Zambia,5708,0.5946315634197618
2023-01-26,Zimbabwe,4343,0.6135343882109141
2023-01-27,Afghanistan,347,0.6200331440922191
2023-01-27,Albania,210,0.5955669095238094
2023-01-27,Algeria,2264,0.6653744235865725
2023-01-27,Angola,2832,0.5760752118644069
2023-01-27,Argentina,87289,0.5595445876685493
2023-01-27,Australia,22483,0.5912025794600365
2023-01-27,Austria,2355,0.6038436598726113
2023-01-27,Azerbaijan,932,0.5757059184549356
2023-01-27,Bangladesh,3311,0.667215832678949
2023-01-27,Belarus,637,0.6002042637362639
2023-01-27,Belgium,4246,0.5967977739048517
2023-01-27,Benin,649,0.7114780724191063
2023-01-27,Bhutan,720,0.616594773611111
2023-01-27,Bolivia,1906,0.5627431589716682
2023-01-27,Bosnia and Herzegovina,1301,0.6043413512682551
2023-01-27,Botswana,2447,0.5789414630159379
2023-01-27,Brazil,614519,0.5423116476642708
2023-01-27,Brunei,2977,0.5563727480685253
2023-01-27,Bulgaria,811,0.6274724069050556
2023-01-27,Burkina Faso,160,0.6492386624999997
2023-01-27,Burundi,143,0.731340062937063
2023-01-27,Cambodia,693,0.5925553145743145
2023-01-27,Cameroon,5968,0.6516724587801608
2023-01-27,Canada,31971,0.5963495822464108
2023-01-27,Central African Republic,4,0.6168087499999999
2023-01-27,Chad,2481,0.6455051543732367
2023-01-27,Chile,20906,0.607885419735961
2023-01-27,China,8184,0.6011963633919843
2023-01-27,Colombia,120948,0.5654790471194233
2023-01-27,Costa Rica,6450,0.5725021747286821
2023-01-27,Croatia,36,0.6651779444444444
2023-01-27,Cuba,2636,0.6687552044764795
2023-01-27,Czech Republic,5062,0.5861295122481233
2023-01-27,Côte d'Ivoire,4118,0.5621296233608547
2023-01-27,Democratic Republic of the Congo,4320,0.6345964752314815
2023-01-27,Denmark,1766,0.5990100526613816
2023-01-27,Djibouti,706,0.6320430467422097
2023-01-27,Dominican Republic,12721,0.6109781732568195
2023-01-27,Ecuador,37795,0.5969909992062442
2023-01-27,Egypt,27146,0.6116990297281367
2023-01-27,El Salvador,9042,0.6048038656270737
2023-01-27,Equatorial Guinea,1,0.903306
2023-01-27,Eritrea,1,0.411968
2023-01-27,Estonia,389,0.6058047583547557
2023-01-27,Ethiopia,1920,0.6282102390625002
2023-01-27,Faroe Islands,1,0.514869
2023-01-27,Fiji,86,0.5521533837209303
2023-01-27,Finland,3267,0.5882678723599633
2023-01-27,France,26784,0.613453760379331
2023-01-27,French Guiana,6792,0.5641744546525324
2023-01-27,Gabon,443,0.6095253273137697
2023-01-27,Gambia,241,0.6525849128630705
2023-01-27,Georgia,640,0.5756029390624999
2023-01-27,Germany,22276,0.6243663186388939
2023-01-27,Ghana,23660,0.6314045661031277
2023-01-27,Greece,2136,0.6216740603932583
2023-01-27,Guadeloupe,83,0.27761472289156625
2023-01-27,Guatemala,4768,0.5731833921979868
2023-01-27,Guinea,5,0.6624380000000001
2023-01-27,Guinea-Bissau,256,0.73463244140625
2023-01-27,Guyana,145,0.6523232344827586
2023-01-27,Haiti,142,0.5914624647887323
2023-01-27,Honduras,4654,0.5830200154705629
2023-01-27,Hungary,1260,0.6333962198412698
2023-01-27,Iceland,368,0.6354908559782608
2023-01-27,India,303195,0.6782592007256056
2023-01-27,Indonesia,62272,0.6225913053539311
2023-01-27,Iran,5830,0.6052528308747854
2023-01-27,Iraq,2291,0.6269739825403752
2023-01-27,Isle of Man,156,0.5694279423076923
2023-01-27,Italy,22402,0.6175301895366485
2023-01-27,Japan,188314,0.644669864640972
2023-01-27,Jordan,1224,0.6275338382352942
2023-01-27,Kazakhstan,618,0.6077327411003236
2023-01-27,Kenya,29598,0.6456629982769106
2023-01-27,Kosovo,266,0.5868935112781956
2023-01-27,Kyrgyzstan,276,0.5971959130434781
2023-01-27,Laos,65,0.6102856307692307
2023-01-27,Latvia,801,0.6007189538077402
2023-01-27,Lebanon,1619,0.6226900420012352
2023-01-27,Liberia,435,0.6239983218390807
2023-01-27,Lithuania,193,0.5864767253886011
2023-01-27,Luxembourg,243,0.6317956419753088
2023-01-27,Macao,57,0.5910063157894738
2023-01-27,Madagascar,1144,0.506794214160839
2023-01-27,Malawi,3669,0.661418062142273
2023-01-27,Malaysia,21053,0.5688573652686078
2023-01-27,Mali,430,0.6823055465116281
2023-01-27,Martinique,152,0.5416194736842106
2023-01-27,Mauritania,333,0.6577021711711712
2023-01-27,Mexico,78300,0.600017723908046
2023-01-27,Mongolia,1162,0.6042954836488812
2023-01-27,Morocco,1873,0.5953017132941804
2023-01-27,Mozambique,1817,0.5694530704457899
2023-01-27,Myanmar,404,0.623856613861386
2023-01-27,Namibia,1813,0.5877953667953668
2023-01-27,Nepal,2659,0.6315493294471607
2023-01-27,Netherlands,15022,0.6069441556383971
2023-01-27,New Caledonia,335,0.716251056716418
2023-01-27,New Zealand,5746,0.5512437053602506
2023-01-27,Nicaragua,2582,0.6164774244771495
2023-01-27,Niger,801,0.6698541710362047
2023-01-27,Nigeria,87419,0.6307308721559387
2023-01-27,North Korea,28,0.6698010714285714
2023-01-27,Norway,1384,0.6100896553468208
2023-01-27,Oman,18086,0.659316864646688
2023-01-27,Pakistan,21096,0.6485863653299203
2023-01-27,Palestina,49,0.6099122653061224
2023-01-27,Panama,3515,0.5814590173541963
2023-01-27,Papua New Guinea,12,0.6257260000000001
2023-01-27,Paraguay,8387,0.5842552046023607
2023-01-27,Peru,23425,0.5726736065741729
2023-01-27,Philippines,61701,0.5950427856112543
2023-01-27,Poland,7410,0.5952625909581646
2023-01-27,Portugal,6603,0.5685155765561108
2023-01-27,Republic of Congo,243,0.6469199341563786
2023-01-27,Reunion,381,0.6260070524934384
2023-01-27,Romania,1416,0.6623402754237289
2023-01-27,Russia,4775,0.5763540207329843
2023-01-27,Rwanda,667,0.666319503748126
2023-01-27,Samoa,1,0.884459
2023-01-27,Senegal,2575,0.6386184489320389
2023-01-27,Serbia,3096,0.5873783769379844
2023-01-27,Sierra Leone,4299,0.6634827671551523
2023-01-27,Slovakia,486,0.5879002325102881
2023-01-27,Slovenia,528,0.5673082537878789
2023-01-27,Solomon Islands,1,0.691479
