DATE,NAME_0,N,SCORE
2023-01-01,Nepal,2710,0.7233616273062732
2023-01-01,Netherlands,18995,0.6602346809160305
2023-01-01,New Caledonia,33,0.7501833636363636
2023-01-01,New Zealand,14746,0.6556220105791402
2023-01-01,Nicaragua,2840,0.6322625323943663
2023-01-01,Niger,1410,0.7963239269503545
2023-01-01,Nigeria,62751,0.6923083178754124
2023-01-01,North Korea,174,0.5830460574712643
2023-01-01,Norway,3095,0.6478924025848142
2023-01-01,Oman,20312,0.7035646572961796
2023-01-01,Pakistan,18711,0.6926005198546309
2023-01-01,Palestina,46,0.6670813913043478
2023-01-01,Panama,7424,0.6760278138469826
2023-01-01,Papua New Guinea,334,0.6250050419161677
2023-01-01,Paraguay,16352,0.677695395731409
2023-01-01,Peru,38447,0.671978173251489
2023-01-01,Philippines,53501,0.654799367395002
2023-01-01,Poland,10912,0.6289222862903225
2023-01-01,Portugal,10749,0.6322686345706577
2023-01-01,Republic of Congo,924,0.7147169015151515
2023-01-01,Reunion,364,0.592952043956044
2023-01-01,Romania,1504,0.6927802712765958
2023-01-01,Russia,10147,0.6312208072336651
2023-01-01,Rwanda,422,0.7043198483412322
2023-01-01,Samoa,1,0.891549
2023-01-01,Senegal,4727,0.6677825369155915
2023-01-01,Serbia,3863,0.6528421599792907
2023-01-01,Sierra Leone,5269,0.7057595503890681
2023-01-01,Slovakia,1136,0.6213165325704226
2023-01-01,Slovenia,730,0.6596636232876713
2023-01-01,Solomon Islands,1,0.467853
2023-01-01,Somalia,2016,0.6354353407738094
2023-01-01,South Africa,17530,0.6397566231032515
2023-01-01,South Korea,10051,0.6778684196597353
2023-01-01,South Sudan,930,0.8290939279569893
2023-01-01,Spain,90593,0.6329204018743171
2023-01-01,Sri Lanka,3269,0.715229380850413
2023-01-01,Sudan,3647,0.677872942692624
2023-01-01,Suriname,657,0.5457917382039574
2023-01-01,Swaziland,180,0.6651845333333334
2023-01-01,Sweden,9187,0.6357439218460869
2023-01-01,Switzerland,3856,0.6665741234439834
2023-01-01,Syria,1211,0.6796451800165153
2023-01-01,São Tomé and Príncipe,1,0.746739
2023-01-01,Taiwan,8908,0.6754292348450831
2023-01-01,Tajikistan,34,0.814674882352941
2023-01-01,Tanzania,5863,0.6852048294388539
2023-01-01,Thailand,38321,0.6928718664961769
2023-01-01,Timor-Leste,341,0.6059510029325513
2023-01-01,Togo,5389,0.7675902159955466
2023-01-01,Tunisia,315,0.7269128095238095
2023-01-01,Turkey,43117,0.6264952105202125
2023-01-01,Uganda,9523,0.6564717010395884
2023-01-01,Ukraine,5130,0.6212638411306043
2023-01-01,United Kingdom,132521,0.6700162866790924
2023-01-01,United States,636678,0.6286612342235792
2023-01-01,Uruguay,28298,0.6453097906919217
2023-01-01,Uzbekistan,2228,0.6572412666068222
2023-01-01,Venezuela,22829,0.6942473750054754
2023-01-01,Vietnam,3416,0.6911446510538642
2023-01-01,"Virgin Islands, U.S.",148,0.6513305135135135
2023-01-01,Yemen,1177,0.6284721801189465
2023-01-01,Zambia,10926,0.6484384647629509
2023-01-01,Zimbabwe,10968,0.6783704338986142
2023-01-02,Afghanistan,1408,0.6946248963068182
2023-01-02,Albania,267,0.5955329325842696
2023-01-02,Algeria,1409,0.685576931866572
2023-01-02,American Samoa,1,0.777369
2023-01-02,Angola,375,0.6278059386666666
2023-01-02,Argentina,80893,0.5754841843175552
2023-01-02,Australia,40174,0.6118658450739284
2023-01-02,Austria,3608,0.6237371668514412
2023-01-02,Azerbaijan,661,0.6065264039334344
2023-01-02,Bangladesh,1915,0.7415965326370756
2023-01-02,Belarus,643,0.613344200622084
2023-01-02,Belgium,5829,0.6039047659975982
2023-01-02,Benin,546,0.6338754542124543
2023-01-02,Bhutan,78,0.6745892179487181
2023-01-02,Bolivia,2248,0.6096194599644127
2023-01-02,Bosnia and Herzegovina,2253,0.60571812605415
2023-01-02,Botswana,1141,0.6237527721297107
2023-01-02,Brazil,640526,0.5458752512357031
2023-01-02,Brunei,102,0.6040541960784314
2023-01-02,Bulgaria,1858,0.6543908315392896
2023-01-02,Burkina Faso,1589,0.7775229244808055
2023-01-02,Burundi,105,0.7225539904761904
2023-01-02,Cambodia,531,0.6778891186440678
2023-01-02,Cameroon,3693,0.6206128440292444
2023-01-02,Canada,41791,0.6057816139120863
2023-01-02,Central African Republic,170,0.6089476294117647
2023-01-02,Chad,259,0.6534660038610041
2023-01-02,Chile,24531,0.6190121068851657
2023-01-02,China,9715,0.621007621513124
2023-01-02,Colombia,55369,0.5920096417851144
2023-01-02,Costa Rica,2684,0.6086656628166915
2023-01-02,Croatia,108,0.6394664444444444
2023-01-02,Cuba,878,0.6593994009111618
2023-01-02,Czech Republic,5935,0.5994946261162595
2023-01-02,Côte d'Ivoire,1167,0.6072826795201371
2023-01-02,Democratic Republic of the Congo,1380,0.6598553282608693
2023-01-02,Denmark,2655,0.6066904274952919
2023-01-02,Djibouti,34,0.6302437352941177
2023-01-02,Dominican Republic,7936,0.5779312198840726
2023-01-02,Ecuador,5918,0.647509344373099
2023-01-02,Egypt,22325,0.6295248502127659
2023-01-02,El Salvador,4568,0.6381043568301226
2023-01-02,Equatorial Guinea,4,0.6670185
2023-01-02,Estonia,297,0.5610314208754208
2023-01-02,Ethiopia,470,0.6426021085106383
2023-01-02,Fiji,31,0.7341381290322581
2023-01-02,Finland,5077,0.5903109775457948
2023-01-02,France,41777,0.6196745870455035
2023-01-02,French Guiana,83,0.4976138072289157
2023-01-02,Gabon,224,0.6036435223214286
2023-01-02,Gambia,592,0.6667108564189188
2023-01-02,Georgia,538,0.6249530464684016
2023-01-02,Germany,33728,0.6344828304672676
2023-01-02,Ghana,11507,0.6122817126966195
2023-01-02,Greece,2808,0.660708397079772
2023-01-02,Guadeloupe,9,0.6414717777777779
2023-01-02,Guatemala,3905,0.6194368169014085
2023-01-02,Guinea,10,0.6263451
2023-01-02,Guinea-Bissau,11,0.5883344545454546
2023-01-02,Guyana,178,0.59213047752809
2023-01-02,Haiti,75,0.72785848
2023-01-02,Honduras,2619,0.5866163764795724
2023-01-02,Hungary,2341,0.6354305228534813
2023-01-02,Iceland,849,0.6425959823321554
2023-01-02,India,153753,0.6744109173544581
2023-01-02,Indonesia,68777,0.597900751254053
2023-01-02,Iran,11099,0.6408678795386972
2023-01-02,Iraq,2795,0.6316597109123434
2023-01-02,Isle of Man,313,0.607693428115016
2023-01-02,Italy,36559,0.6344846862332121
2023-01-02,Japan,379786,0.674454224573839
2023-01-02,Jordan,2732,0.6231730666178624
2023-01-02,Kazakhstan,569,0.6199021564147628
2023-01-02,Kenya,10823,0.623838315531738
2023-01-02,Kosovo,305,0.560003606557377
2023-01-02,Kyrgyzstan,238,0.5899735546218488
2023-01-02,Laos,71,0.6268334366197184
2023-01-02,Latvia,1140,0.5919151350877192
2023-01-02,Lebanon,2082,0.6362490100864553
2023-01-02,Liberia,157,0.7322682993630572
2023-01-02,Lithuania,652,0.5761307530674846
2023-01-02,Luxembourg,287,0.6127042822299651
2023-01-02,Macao,111,0.6567912342342341
2023-01-02,Madagascar,1345,0.5764807881040892
2023-01-02,Malawi,1004,0.5955470328685258
2023-01-02,Malaysia,23945,0.5888430182501565
2023-01-02,Mali,389,0.6161035809768639
2023-01-02,Martinique,437,0.5420045308924486
2023-01-02,Mauritania,50,0.6729846399999999
2023-01-02,Mexico,73560,0.6219854370581838
2023-01-02,Mongolia,1524,0.5935971351706035
2023-01-02,Morocco,1186,0.6195163726812817
2023-01-02,Mozambique,724,0.5357254958563535
2023-01-02,Myanmar,317,0.6820868107255521
2023-01-02,Namibia,1521,0.5750991032215648
2023-01-02,Nepal,1722,0.6622812166085946
2023-01-02,Netherlands,17372,0.618009889937831
2023-01-02,New Caledonia,28,0.6361651428571429
2023-01-02,New Zealand,7129,0.6053985794641605
2023-01-02,Nicaragua,1503,0.5855020113107118
2023-01-02,Niger,189,0.6989884074074073
2023-01-02,Nigeria,36594,0.6392760691916707
2023-01-02,North Korea,5,0.6612062
2023-01-02,Norway,2157,0.6164587533611497
2023-01-02,Oman,8676,0.6923366803826647
2023-01-02,Pakistan,15850,0.6620605897791798
2023-01-02,Palestina,66,0.6542064545454546
2023-01-02,Panama,5367,0.5878298421837153
2023-01-02,Papua New Guinea,15,0.6437255333333333
2023-01-02,Paraguay,11612,0.6185933784016535
2023-01-02,Peru,14977,0.5975372946517994
2023-01-02,Philippines,42963,0.6182441898610432
2023-01-02,Poland,9417,0.5971506869491345
2023-01-02,Portugal,8975,0.5733382677437325
2023-01-02,Republic of Congo,66,0.6535294848484848
2023-01-02,Reunion,102,0.606878911764706
2023-01-02,Romania,1312,0.6697976341463414
2023-01-02,Russia,6301,0.598968590699889
2023-01-02,Rwanda,527,0.6557992030360531
2023-01-02,Senegal,1819,0.6355611522814734
2023-01-02,Serbia,3442,0.5977823869843115
2023-01-02,Sierra Leone,1205,0.6310786970954358
2023-01-02,Slovakia,1252,0.5883257587859426
2023-01-02,Slovenia,581,0.6070561566265059
2023-01-02,Somalia,268,0.6462824589552241
2023-01-02,South Africa,19439,0.6140855570245383
2023-01-02,South Korea,10649,0.6600205749835665
2023-01-02,South Sudan,148,0.6300880540540542
2023-01-02,Spain,71981,0.6122371543601783
2023-01-02,Sri Lanka,1300,0.6537283507692307
2023-01-02,Sudan,1342,0.6342697473919523
2023-01-02,Suriname,116,0.508404370689655
2023-01-02,Swaziland,144,0.6279348611111111
2023-01-02,Sweden,7665,0.5845055435094586
2023-01-02,Switzerland,4191,0.6377676769267479
2023-01-02,Syria,382,0.6160522068062827
2023-01-02,São Tomé and Príncipe,1,0.659524
2023-01-02,Taiwan,7375,0.638782447322034
2023-01-02,Tajikistan,11,0.5760943636363636
2023-01-02,Tanzania,5091,0.6520646360243568
2023-01-02,Thailand,35814,0.6580904984363657
2023-01-02,Timor-Leste,109,0.719781889908257
2023-01-02,Togo,279,0.635306229390681
2023-01-02,Tunisia,397,0.6828406372795969
2023-01-02,Turkey,46355,0.6063205413871211
2023-01-02,Uganda,5792,0.6540531253453038
2023-01-02,Ukraine,4161,0.6024854772891133
2023-01-02,United Kingdom,127913,0.6046259388881505
2023-01-02,United States,518859,0.596721903482449
2023-01-02,Uruguay,20432,0.5855466689996084
2023-01-02,Uzbekistan,607,0.6368747265238881
2023-01-02,Venezuela,11628,0.6409655712074304
2023-01-02,Vietnam,2556,0.6469772633020345
2023-01-02,"Virgin Islands, U.S.",168,0.6129528928571429
2023-01-02,Yemen,945,0.6594086095238095
2023-01-02,Zambia,4143,0.6191940864108134
2023-01-02,Zimbabwe,5049,0.6487026175480293
2023-01-03,Afghanistan,1366,0.6186660351390922
2023-01-03,Albania,196,0.5276753469387757
2023-01-03,Algeria,2297,0.6809158911623857
2023-01-03,American Samoa,1,0.722725
2023-01-03,Angola,342,0.6058973596491228
2023-01-03,Argentina,45790,0.5719286319938851
2023-01-03,Australia,15289,0.5918737610700504
2023-01-03,Austria,2805,0.6137045625668449
2023-01-03,Azerbaijan,3249,0.7803018439519852
2023-01-03,Bangladesh,1702,0.6953204952996475
2023-01-03,Belarus,348,0.5722439425287357
2023-01-03,Belgium,4107,0.5988600326272218
2023-01-03,Benin,1203,0.600458923524522
2023-01-03,Bhutan,119,0.7384070924369749
2023-01-03,Bolivia,839,0.5646020143027414
2023-01-03,Bosnia and Herzegovina,2507,0.6096737578779419
2023-01-03,Botswana,1253,0.6104359074221868
2023-01-03,Brazil,354882,0.5488372022644147
2023-01-03,Brunei,137,0.6047021751824818
2023-01-03,Bulgaria,1424,0.6387616425561798
2023-01-03,Burkina Faso,4205,0.7577043334126039
2023-01-03,Burundi,82,0.663806231707317
2023-01-03,Cambodia,479,0.663293223382046
2023-01-03,Cameroon,8843,0.6607052308040259
2023-01-03,Canada,40700,0.5954210889434889
2023-01-03,Central African Republic,31,0.8701283225806452
2023-01-03,Chad,547,0.7164849798903108
2023-01-03,Chile,13866,0.6021972113803548
2023-01-03,China,9321,0.612381765583092
2023-01-03,Colombia,107416,0.5555255169155433
2023-01-03,Costa Rica,5068,0.5682469498816101
2023-01-03,Croatia,142,0.6430902887323944
2023-01-03,Cuba,1031,0.6174197536372453
2023-01-03,Czech Republic,3337,0.5685833386275099
2023-01-03,Côte d'Ivoire,3223,0.5842105746199195
2023-01-03,Democratic Republic of the Congo,1444,0.6347622957063712
2023-01-03,Denmark,1284,0.5997722009345795
2023-01-03,Djibouti,41,0.5906076585365854
2023-01-03,Dominican Republic,10606,0.6073567187441071
2023-01-03,Ecuador,12380,0.5862154269789983
2023-01-03,Egypt,24785,0.6239510217066774
2023-01-03,El Salvador,5128,0.648917935647426
2023-01-03,Equatorial Guinea,2,0.66415
2023-01-03,Estonia,236,0.587332529661017
2023-01-03,Ethiopia,389,0.6120009280205654
2023-01-03,Fiji,9,0.5712293333333334
2023-01-03,Finland,2124,0.5878308540489643
2023-01-03,France,35614,0.6134303029988207
2023-01-03,French Guiana,153,0.6153302810457516
2023-01-03,Gabon,176,0.6589958920454547
2023-01-03,Gambia,1055,0.656640587677725
2023-01-03,Georgia,641,0.5670613447737909
2023-01-03,Germany,20213,0.6175606547766289
2023-01-03,Ghana,14879,0.6754926345856577
2023-01-03,Greece,4477,0.6434243433102524
2023-01-03,Guadeloupe,5,0.6627894
2023-01-03,Guatemala,5011,0.5749410696467772
2023-01-03,Guinea,10,0.8154672000000002
2023-01-03,Guinea-Bissau,7,0.638261
2023-01-03,Guyana,521,0.5529872706333975
2023-01-03,Haiti,67,0.6849610447761194
2023-01-03,Honduras,4421,0.5642036007690568
2023-01-03,Hungary,1591,0.6215279113764928
2023-01-03,Iceland,511,0.628820107632094
2023-01-03,India,179399,0.6849721560599558
2023-01-03,Indonesia,126376,0.561419321192315
2023-01-03,Iran,7022,0.6206350199373397
2023-01-03,Iraq,2763,0.6366665251538184
2023-01-03,Isle of Man,218,0.535245233944954
2023-01-03,Italy,39745,0.613137430695685
2023-01-03,Japan,463599,0.6626841746897643
2023-01-03,Jordan,2988,0.5994539933065596
2023-01-03,Kazakhstan,570,0.6067218491228069
2023-01-03,Kenya,8842,0.6270125545125538
2023-01-03,Kosovo,277,0.5413516714801445
2023-01-03,Kyrgyzstan,308,0.5733902792207792
2023-01-03,Laos,49,0.663557918367347
2023-01-03,Latvia,802,0.5676218403990024
2023-01-03,Lebanon,2585,0.6478244023210832
2023-01-03,Liberia,333,0.5386075315315314
2023-01-03,Lithuania,185,0.5706928540540539
2023-01-03,Luxembourg,166,0.6560068734939758
2023-01-03,Macao,62,0.6375823387096774
2023-01-03,Madagascar,88,0.7006313181818181
2023-01-03,Malawi,1236,0.632960647249191
2023-01-03,Malaysia,41933,0.593783526291942
2023-01-03,Mali,1125,0.6898740373333333
2023-01-03,Martinique,642,0.5637492866043614
2023-01-03,Mauritania,60,0.5848114
2023-01-03,Mexico,76125,0.5992898652216749
2023-01-03,Mongolia,966,0.5845014679089028
2023-01-03,Morocco,1964,0.6899588014256619
2023-01-03,Mozambique,587,0.584404960817717
2023-01-03,Myanmar,217,0.6891464792626728
2023-01-03,Namibia,901,0.5629882996670366
2023-01-03,Nepal,1924,0.6657800093555095
2023-01-03,Netherlands,13229,0.6094485481895835
2023-01-03,New Caledonia,35,0.6199304571428572
2023-01-03,New Zealand,1380,0.6065035927536232
2023-01-03,Nicaragua,2543,0.5610559425874952
2023-01-03,Niger,340,0.6748678235294117
2023-01-03,Nigeria,67303,0.6608249695258755
2023-01-03,North Korea,10,0.568834
2023-01-03,Norway,1309,0.589074448433919
2023-01-03,Oman,14221,0.6690942719218057
2023-01-03,Pakistan,18210,0.6442881054914882
2023-01-03,Palestina,81,0.6531616172839506
2023-01-03,Panama,7406,0.5765322827437215
2023-01-03,Papua New Guinea,26,0.4348441538461539
2023-01-03,Paraguay,4257,0.5715580542635659
2023-01-03,Peru,7502,0.5916492376699547
2023-01-03,Philippines,63330,0.6096831115900837
2023-01-03,Poland,5537,0.5909297083258082
2023-01-03,Portugal,14382,0.5665073754693367
2023-01-03,Republic of Congo,147,0.6008702176870748
2023-01-03,Reunion,117,0.5827647264957265
2023-01-03,Romania,1121,0.649258144513827
2023-01-03,Russia,3936,0.5930876854674797
2023-01-03,Rwanda,645,0.6405268418604652
2023-01-03,Senegal,1748,0.6195159118993137
2023-01-03,Serbia,3513,0.6015980649017934
2023-01-03,Sierra Leone,2257,0.6747873376163048
2023-01-03,Slovakia,511,0.5865413091976516
2023-01-03,Slovenia,667,0.599653
2023-01-03,Solomon Islands,1,0.467853
2023-01-03,Somalia,726,0.6308664462809915
2023-01-03,South Africa,21707,0.6070983450499838
2023-01-03,South Korea,10340,0.6537742010638299
2023-01-03,South Sudan,203,0.637877039408867
2023-01-03,Spain,115350,0.5985581179107066
2023-01-03,Sri Lanka,1717,0.6716507070471754
2023-01-03,Sudan,1883,0.6444164508762613
2023-01-03,Suriname,75,0.47552033333333316
2023-01-03,Swaziland,163,0.604077153374233
2023-01-03,Sweden,3893,0.5872389761109684
2023-01-03,Switzerland,2576,0.6135613963509317
2023-01-03,Syria,373,0.6055838525469168
2023-01-03,Taiwan,7047,0.6276438243224067
2023-01-03,Tajikistan,24,0.7404163333333335
2023-01-03,Tanzania,5142,0.6513785001944769
2023-01-03,Thailand,38062,0.6450440874100152
2023-01-03,Timor-Leste,52,0.6850157307692307
2023-01-03,Togo,226,0.6893854247787612
2023-01-03,Tunisia,392,0.6631226249999999
2023-01-03,Turkey,54494,0.5774954551693765
2023-01-03,Uganda,7250,0.6390347561379311
2023-01-03,Ukraine,4165,0.5952673166866747
2023-01-03,United Kingdom,92278,0.5946924843516331
2023-01-03,United States,762406,0.5569823288038132
2023-01-03,Uruguay,6517,0.5759016088691116
2023-01-03,Uzbekistan,741,0.6336547611336032
2023-01-03,Vanuatu,1,0.819648
2023-01-03,Venezuela,19549,0.6361736448923219
2023-01-03,Vietnam,3277,0.6414805172413793
2023-01-03,"Virgin Islands, U.S.",423,0.5198714586288415
2023-01-03,Yemen,898,0.6432465022271716
2023-01-03,Zambia,1031,0.591293556741028
2023-01-03,Zimbabwe,1561,0.6275468263933376
2023-01-04,Afghanistan,473,0.6462459746300211
2023-01-04,Albania,182,0.5552397967032967
2023-01-04,Algeria,868,0.6615784331797235
2023-01-04,American Samoa,2,0.6127325
2023-01-04,Angola,457,0.5885127658643327
2023-01-04,Argentina,101308,0.5613157136553876
2023-01-04,Australia,35420,0.6025400092885376
2023-01-04,Austria,2324,0.6194442138554216
2023-01-04,Azerbaijan,942,0.6258251082802548
2023-01-04,Bangladesh,1818,0.6866005434543454
2023-01-04,Belarus,378,0.5878174338624338
2023-01-04,Belgium,4602,0.5836699989135158
2023-01-04,Benin,368,0.6246787282608695
2023-01-04,Bhutan,18,0.5491275555555556
2023-01-04,Bolivia,1679,0.5792316825491364
2023-01-04,Bosnia and Herzegovina,1535,0.6100735374592833
2023-01-04,Botswana,1056,0.6180264545454546
2023-01-04,Brazil,809462,0.5529128357044555
2023-01-04,Brunei,139,0.640325107913669
2023-01-04,Bulgaria,1184,0.6200180658783783
2023-01-04,Burkina Faso,120,0.7270015999999999
2023-01-04,Burundi,119,0.6974646218487398
2023-01-04,Cambodia,512,0.6588383476562499
2023-01-04,Cameroon,1958,0.6176505653728295
2023-01-04,Canada,31447,0.5888815138804974
2023-01-04,Central African Republic,8,0.673716125
2023-01-04,Chad,65,0.6566906461538461
2023-01-04,Chile,26387,0.5908347199378482
2023-01-04,China,9509,0.6139849954779683
2023-01-04,Colombia,91221,0.5722673958518324
2023-01-04,Costa Rica,1784,0.5888862337443946
2023-01-04,Croatia,67,0.6388606865671642
2023-01-04,Cuba,1125,0.6575448302222222
2023-01-04,Czech Republic,3779,0.5735279124106907
2023-01-04,Côte d'Ivoire,916,0.6190631692139739
2023-01-04,Democratic Republic of the Congo,1821,0.6284564519494783
2023-01-04,Denmark,1802,0.5906922019977802
2023-01-04,Djibouti,49,0.6329068163265307
2023-01-04,Dominican Republic,4843,0.6261511119141028
2023-01-04,Ecuador,16924,0.5997032815528244
2023-01-04,Egypt,11792,0.6131208771200815
2023-01-04,El Salvador,1214,0.5882779967051072
2023-01-04,Equatorial Guinea,1,0.965324
2023-01-04,Estonia,297,0.5717509562289561
2023-01-04,Ethiopia,367,0.6645387901907357
2023-01-04,Fiji,27,0.6639979259259259
2023-01-04,Finland,2467,0.5795146449128495
2023-01-04,France,26181,0.6111359993888699
2023-01-04,French Guiana,150,0.5710620066666668
2023-01-04,Gabon,85,0.6272048470588235
2023-01-04,Gambia,259,0.6488193166023165
2023-01-04,Georgia,575,0.6072547669565217
2023-01-04,Germany,22709,0.6305312755295257
2023-01-04,Ghana,7470,0.6339132805890227
2023-01-04,Greece,1669,0.6284242037147993
2023-01-04,Guadeloupe,2,0.757265
2023-01-04,Guatemala,3370,0.5894302228486648
2023-01-04,Guinea,4,0.6942762499999999
2023-01-04,Guinea-Bissau,3,0.8607256666666667
2023-01-04,Guyana,826,0.5090960883777241
2023-01-04,Haiti,24,0.6581607916666667
2023-01-04,Honduras,1643,0.5809878880097382
2023-01-04,Hungary,995,0.5974920251256282
2023-01-04,Iceland,579,0.6109390310880829
2023-01-04,India,78154,0.6705148836144023
2023-01-04,Indonesia,231819,0.6004629444178432
2023-01-04,Iran,4984,0.6136925792536115
2023-01-04,Iraq,2855,0.6269007681260945
2023-01-04,Isle of Man,153,0.6182981437908497
2023-01-04,Italy,22925,0.6156213172519084
2023-01-04,Japan,224872,0.661903787865986
2023-01-04,Jordan,1295,0.6078530154440155
2023-01-04,Kazakhstan,637,0.5943173908948195
2023-01-04,Kenya,8906,0.6392367892432068
2023-01-04,Kosovo,249,0.5684860481927712
2023-01-04,Kyrgyzstan,310,0.5465778741935485
2023-01-04,Laos,53,0.632053320754717
2023-01-04,Latvia,954,0.5708243584905661
2023-01-04,Lebanon,1269,0.6304734405043341
2023-01-04,Liberia,926,0.6735877127429805
2023-01-04,Lithuania,238,0.5360631092436975
2023-01-04,Luxembourg,197,0.6117374213197969
2023-01-04,Macao,77,0.617283961038961
2023-01-04,Madagascar,1012,0.5969826837944664
2023-01-04,Malawi,2614,0.6507909957918898
2023-01-04,Malaysia,15571,0.6019650818187656
2023-01-04,Mali,227,0.6441193964757709
2023-01-04,Martinique,192,0.5353407447916666
2023-01-04,Mauritania,41,0.6190537560975611
2023-01-04,Mexico,50083,0.6044029119062356
2023-01-04,Mongolia,1887,0.5955196078431374
2023-01-04,Morocco,971,0.6291831884654995
2023-01-04,Mozambique,589,0.5949278370118846
2023-01-04,Myanmar,247,0.6731487732793522
2023-01-04,Namibia,1790,0.5974811821229052
2023-01-04,Nepal,1399,0.6470939885632597
2023-01-04,Netherlands,14496,0.603832178807947
2023-01-04,New Caledonia,31,0.5624796774193549
2023-01-04,New Zealand,4019,0.6056020460313511
2023-01-04,Nicaragua,775,0.5923937961290322
2023-01-04,Niger,131,0.69295793129771
2023-01-04,Nigeria,29551,0.6508113541673716
2023-01-04,North Korea,12,0.6675490833333333
2023-01-04,Norway,1550,0.5812187645161291
2023-01-04,Oman,2901,0.6707401430541192
2023-01-04,Pakistan,11338,0.6490452283471512
